Date,Day_of_Week,Is_Weekend,Season,Weather_Type,Special_Occasion,Holiday,Total_Customers,LPG_Usage_kg,Dosa_Sold,Idly_Sold,Vada_Sold,Puri_Sold
2033-02-21,Monday,0,Winter,Cold,No Occasion,0,264,5.74,79,32,66,87
2033-02-22,Tuesday,0,Winter,Cold,No Occasion,0,298,7.95,80,69,47,102
2033-02-23,Wednesday,0,Winter,Foggy,Local Event,1,339,7.2,89,100,37,113
2033-02-24,Thursday,0,Winter,Sunny,No Occasion,0,316,7.4,91,44,64,117
2033-02-25,Friday,0,Winter,Cold,No Occasion,0,251,6.28,84,52,50,65
2033-02-26,Saturday,1,Winter,Foggy,No Occasion,0,329,7.58,90,43,106,90
2033-02-27,Sunday,1,Winter,Foggy,No Occasion,0,450,10.14,153,109,59,129
2033-02-28,Monday,0,Winter,Sunny,No Occasion,0,389,11.29,131,82,44,132
2033-03-01,Tuesday,0,Summer,Sunny,No Occasion,0,376,8.33,155,151,42,28
2033-03-02,Wednesday,0,Summer,Sunny,Festival,1,584,12.83,122,127,166,169
2033-03-03,Thursday,0,Summer,Rainy,No Occasion,0,242,5.39,50,76,50,66
2033-03-04,Friday,0,Summer,Rainy,No Occasion,0,317,8.26,128,88,68,33
2033-03-05,Saturday,1,Summer,Cloudy,Festival,1,737,21.37,131,202,170,234
2033-03-06,Sunday,1,Summer,Sunny,No Occasion,0,436,9.0,140,97,89,110
2033-03-07,Monday,0,Summer,Rainy,Local Event,0,222,5.42,88,71,12,51
2033-03-08,Tuesday,0,Summer,Sunny,No Occasion,0,331,7.4,104,69,82,76
2033-03-09,Wednesday,0,Summer,Sunny,No Occasion,0,289,8.55,65,84,58,82
2033-03-10,Thursday,0,Summer,Sunny,No Occasion,0,260,6.64,62,62,57,79
2033-03-11,Friday,0,Summer,Sunny,No Occasion,0,270,6.45,135,71,18,46
2033-03-12,Saturday,1,Summer,Sunny,No Occasion,0,443,10.7,179,52,163,49
2033-03-13,Sunday,1,Summer,Sunny,No Occasion,0,424,11.99,105,111,77,131
2033-03-14,Monday,0,Summer,Sunny,No Occasion,0,298,7.4,92,75,70,61
2033-03-15,Tuesday,0,Summer,Cloudy,Local Event,0,337,7.23,159,102,35,41
2033-03-16,Wednesday,0,Summer,Sunny,Local Event,0,310,7.52,86,98,34,92
2033-03-17,Thursday,0,Summer,Cloudy,No Occasion,0,328,6.74,89,107,92,40
2033-03-18,Friday,0,Summer,Cloudy,No Occasion,0,286,6.2,76,99,46,65
2033-03-19,Saturday,1,Summer,Rainy,Festival,1,471,12.21,115,99,118,139
2033-03-20,Sunday,1,Summer,Cloudy,Local Event,0,267,5.66,87,108,46,26
2033-03-21,Monday,0,Summer,Sunny,No Occasion,0,318,6.7,53,139,67,59
2033-03-22,Tuesday,0,Summer,Cloudy,No Occasion,0,335,8.71,96,73,94,72
2033-03-23,Wednesday,0,Summer,Cloudy,No Occasion,0,381,10.1,146,129,35,71
2033-03-24,Thursday,0,Summer,Sunny,No Occasion,0,266,6.87,84,67,64,51
2033-03-25,Friday,0,Summer,Sunny,No Occasion,0,358,7.81,131,89,97,41
2033-03-26,Saturday,1,Summer,Sunny,No Occasion,0,366,9.99,147,65,116,38
2033-03-27,Sunday,1,Summer,Cloudy,No Occasion,0,379,9.41,165,114,57,43
2033-03-28,Monday,0,Summer,Sunny,No Occasion,0,304,7.92,57,100,41,106
2033-03-29,Tuesday,0,Summer,Cloudy,No Occasion,0,391,9.07,114,160,50,67
2033-03-30,Wednesday,0,Summer,Cloudy,Festival,1,397,8.6,60,59,99,179
2033-03-31,Thursday,0,Summer,Sunny,Festival,1,638,13.5,132,166,122,218
2033-04-01,Friday,0,Summer,Cloudy,No Occasion,0,233,6.01,43,86,54,50
2033-04-02,Saturday,1,Summer,Sunny,No Occasion,0,490,13.33,150,209,116,15
2033-04-03,Sunday,1,Summer,Cloudy,No Occasion,1,533,14.91,146,127,146,114
2033-04-04,Monday,0,Summer,Cloudy,No Occasion,0,368,9.7,115,135,64,54
2033-04-05,Tuesday,0,Summer,Sunny,No Occasion,0,336,7.68,72,148,29,87
2033-04-06,Wednesday,0,Summer,Sunny,No Occasion,0,309,8.73,81,84,47,97
2033-04-07,Thursday,0,Summer,Cloudy,No Occasion,0,348,8.35,144,80,74,50
2033-04-08,Friday,0,Summer,Sunny,No Occasion,0,255,7.51,85,75,62,33
2033-04-09,Saturday,1,Summer,Sunny,No Occasion,0,431,8.81,146,111,121,53
2033-04-10,Sunday,1,Summer,Sunny,No Occasion,0,306,6.39,103,101,49,53
2033-04-11,Monday,0,Summer,Cloudy,Local Event,1,436,12.57,141,94,114,87
2033-04-12,Tuesday,0,Summer,Sunny,No Occasion,0,259,6.07,61,76,64,58
2033-04-13,Wednesday,0,Summer,Cloudy,No Occasion,0,296,6.39,118,74,65,39
2033-04-14,Thursday,0,Summer,Cloudy,No Occasion,0,281,8.03,87,81,53,60
2033-04-15,Friday,0,Summer,Sunny,No Occasion,0,417,10.52,133,117,64,103
2033-04-16,Saturday,1,Summer,Sunny,No Occasion,0,416,8.46,148,120,57,91
2033-04-17,Sunday,1,Summer,Sunny,No Occasion,0,399,9.35,118,115,70,96
2033-04-18,Monday,0,Summer,Sunny,Festival,1,558,14.73,127,75,164,192
2033-04-19,Tuesday,0,Summer,Rainy,No Occasion,0,277,8.27,80,114,24,59
2033-04-20,Wednesday,0,Summer,Sunny,No Occasion,0,357,7.9,128,103,64,62
2033-04-21,Thursday,0,Summer,Cloudy,Festival,1,588,17.36,106,174,142,166
2033-04-22,Friday,0,Summer,Cloudy,No Occasion,0,232,6.64,80,82,18,52
2033-04-23,Saturday,1,Summer,Cloudy,No Occasion,0,403,9.66,121,138,75,69
2033-04-24,Sunday,1,Summer,Sunny,No Occasion,1,534,13.77,152,180,97,105
2033-04-25,Monday,0,Summer,Sunny,Local Event,1,461,11.11,90,130,108,133
2033-04-26,Tuesday,0,Summer,Sunny,No Occasion,0,282,6.11,93,91,88,10
2033-04-27,Wednesday,0,Summer,Cloudy,Festival,0,476,9.69,109,128,137,102
2033-04-28,Thursday,0,Summer,Sunny,Festival,0,426,10.46,130,88,140,68
2033-04-29,Friday,0,Summer,Cloudy,No Occasion,0,329,8.47,94,131,61,43
2033-04-30,Saturday,1,Summer,Sunny,No Occasion,0,311,6.45,94,95,62,60
2033-05-01,Sunday,1,Summer,Cloudy,No Occasion,0,428,12.43,150,96,72,110
2033-05-02,Monday,0,Summer,Sunny,No Occasion,0,311,8.83,108,115,47,41
2033-05-03,Tuesday,0,Summer,Cloudy,No Occasion,0,337,9.95,75,138,63,61
2033-05-04,Wednesday,0,Summer,Sunny,No Occasion,0,369,9.77,142,171,8,48
2033-05-05,Thursday,0,Summer,Sunny,No Occasion,0,362,9.26,120,198,21,23
2033-05-06,Friday,0,Summer,Cloudy,No Occasion,0,289,8.09,57,136,71,25
2033-05-07,Saturday,1,Summer,Sunny,Festival,1,722,14.45,202,111,192,217
2033-05-08,Sunday,1,Summer,Sunny,Local Event,0,389,9.76,127,95,106,61
2033-05-09,Monday,0,Summer,Cloudy,No Occasion,0,296,8.48,88,102,57,49
2033-05-10,Tuesday,0,Summer,Cloudy,No Occasion,0,319,8.66,87,68,78,86
2033-05-11,Wednesday,0,Summer,Cloudy,No Occasion,1,524,13.3,159,161,106,98
2033-05-12,Thursday,0,Summer,Sunny,No Occasion,0,242,7.12,69,67,58,48
2033-05-13,Friday,0,Summer,Cloudy,Local Event,0,374,10.09,80,124,76,94
2033-05-14,Saturday,1,Summer,Cloudy,Festival,1,677,16.16,175,119,204,179
2033-05-15,Sunday,1,Summer,Cloudy,Festival,1,629,17.74,104,183,145,197
2033-05-16,Monday,0,Summer,Cloudy,No Occasion,0,422,8.99,145,141,101,35
2033-05-17,Tuesday,0,Summer,Sunny,Local Event,0,355,10.24,135,110,97,13
2033-05-18,Wednesday,0,Summer,Sunny,No Occasion,0,301,8.44,93,86,61,61
2033-05-19,Thursday,0,Summer,Sunny,No Occasion,0,355,8.05,79,116,92,68
2033-05-20,Friday,0,Summer,Cloudy,No Occasion,0,282,5.89,111,95,7,69
2033-05-21,Saturday,1,Summer,Sunny,No Occasion,0,429,9.39,152,140,91,46
2033-05-22,Sunday,1,Summer,Sunny,No Occasion,0,420,9.28,143,161,74,42
2033-05-23,Monday,0,Summer,Sunny,No Occasion,0,268,6.32,82,63,58,65
2033-05-24,Tuesday,0,Summer,Sunny,No Occasion,0,359,9.01,109,156,37,57
2033-05-25,Wednesday,0,Summer,Sunny,No Occasion,0,386,10.39,124,154,66,42
2033-05-26,Thursday,0,Summer,Cloudy,No Occasion,0,332,7.02,123,103,50,56
2033-05-27,Friday,0,Summer,Sunny,No Occasion,0,304,8.47,64,116,67,57
2033-05-28,Saturday,1,Summer,Sunny,No Occasion,0,338,7.66,117,106,78,37
2033-05-29,Sunday,1,Summer,Rainy,Local Event,1,352,8.01,101,90,84,77
2033-05-30,Monday,0,Summer,Sunny,No Occasion,0,323,8.06,72,106,47,98
2033-05-31,Tuesday,0,Summer,Rainy,No Occasion,0,302,7.98,101,128,46,27
2033-06-01,Wednesday,0,Monsoon,Rainy,No Occasion,0,187,3.86,46,89,46,6
2033-06-02,Thursday,0,Monsoon,Sunny,No Occasion,0,243,7.13,43,67,63,70
2033-06-03,Friday,0,Monsoon,Rainy,No Occasion,0,215,6.38,62,71,47,35
2033-06-04,Saturday,1,Monsoon,Cloudy,Local Event,1,582,12.27,186,165,124,107
2033-06-05,Sunday,1,Monsoon,Sunny,No Occasion,0,333,9.43,125,108,50,50
2033-06-06,Monday,0,Monsoon,Rainy,Local Event,1,320,9.21,88,126,41,65
2033-06-07,Tuesday,0,Monsoon,Cloudy,No Occasion,0,363,10.69,135,76,54,98
2033-06-08,Wednesday,0,Monsoon,Sunny,No Occasion,0,290,7.42,68,77,91,54
2033-06-09,Thursday,0,Monsoon,Heavy Rain,Local Event,0,80,2.32,27,37,3,13
2033-06-10,Friday,0,Monsoon,Heavy Rain,No Occasion,0,135,3.37,42,41,31,21
2033-06-11,Saturday,1,Monsoon,Heavy Rain,No Occasion,0,248,6.22,67,103,44,34
2033-06-12,Sunday,1,Monsoon,Cloudy,No Occasion,0,374,9.63,138,93,56,87
2033-06-13,Monday,0,Monsoon,Rainy,No Occasion,0,282,8.13,84,91,41,66
2033-06-14,Tuesday,0,Monsoon,Heavy Rain,No Occasion,0,125,2.56,48,42,11,24
2033-06-15,Wednesday,0,Monsoon,Rainy,No Occasion,0,288,6.91,86,110,49,43
2033-06-16,Thursday,0,Monsoon,Rainy,No Occasion,0,193,4.95,26,91,46,30
2033-06-17,Friday,0,Monsoon,Sunny,No Occasion,0,310,9.01,122,38,41,109
2033-06-18,Saturday,1,Monsoon,Rainy,No Occasion,0,306,8.38,63,111,96,36
2033-06-19,Sunday,1,Monsoon,Sunny,No Occasion,0,473,13.35,174,93,112,94
2033-06-20,Monday,0,Monsoon,Heavy Rain,No Occasion,0,196,4.76,46,94,36,20
2033-06-21,Tuesday,0,Monsoon,Sunny,Festival,1,673,17.5,131,81,241,220
2033-06-22,Wednesday,0,Monsoon,Rainy,No Occasion,0,253,6.94,80,134,31,8
2033-06-23,Thursday,0,Monsoon,Heavy Rain,No Occasion,1,102,2.43,27,47,23,5
2033-06-24,Friday,0,Monsoon,Heavy Rain,No Occasion,0,166,3.53,70,32,44,20
2033-06-25,Saturday,1,Monsoon,Rainy,No Occasion,0,447,10.94,134,134,141,38
2033-06-26,Sunday,1,Monsoon,Rainy,No Occasion,0,304,7.93,71,149,38,46
2033-06-27,Monday,0,Monsoon,Rainy,No Occasion,0,248,5.71,77,98,62,11
2033-06-28,Tuesday,0,Monsoon,Rainy,Festival,1,351,9.08,84,40,102,125
2033-06-29,Wednesday,0,Monsoon,Cloudy,Festival,1,599,12.73,139,130,110,220
2033-06-30,Thursday,0,Monsoon,Rainy,Festival,1,338,6.79,69,111,53,105
2033-07-01,Friday,0,Monsoon,Rainy,Festival,1,308,7.02,64,83,75,86
2033-07-02,Saturday,1,Monsoon,Cloudy,No Occasion,0,215,5.98,69,72,65,9
2033-07-03,Sunday,1,Monsoon,Sunny,Local Event,1,477,12.35,131,120,98,128
2033-07-04,Monday,0,Monsoon,Cloudy,No Occasion,0,291,7.63,112,73,47,59
2033-07-05,Tuesday,0,Monsoon,Heavy Rain,No Occasion,0,234,5.48,83,97,26,28
2033-07-06,Wednesday,0,Monsoon,Heavy Rain,No Occasion,1,168,3.79,33,37,57,41
2033-07-07,Thursday,0,Monsoon,Sunny,Festival,1,490,10.1,91,101,106,192
2033-07-08,Friday,0,Monsoon,Rainy,No Occasion,0,261,5.27,59,113,53,36
2033-07-09,Saturday,1,Monsoon,Sunny,No Occasion,0,440,9.43,180,69,154,37
2033-07-10,Sunday,1,Monsoon,Cloudy,No Occasion,0,361,8.96,106,107,117,31
2033-07-11,Monday,0,Monsoon,Rainy,No Occasion,0,259,7.64,60,109,29,61
2033-07-12,Tuesday,0,Monsoon,Rainy,No Occasion,0,314,8.33,64,152,66,32
2033-07-13,Wednesday,0,Monsoon,Sunny,No Occasion,0,243,6.05,112,79,21,31
2033-07-14,Thursday,0,Monsoon,Heavy Rain,No Occasion,0,131,2.95,39,57,18,17
2033-07-15,Friday,0,Monsoon,Cloudy,Local Event,0,260,5.24,83,45,57,75
2033-07-16,Saturday,1,Monsoon,Sunny,No Occasion,0,203,4.59,64,29,53,57
2033-07-17,Sunday,1,Monsoon,Cloudy,No Occasion,0,413,11.08,160,134,86,33
2033-07-18,Monday,0,Monsoon,Heavy Rain,No Occasion,0,200,4.05,33,61,57,49
2033-07-19,Tuesday,0,Monsoon,Sunny,No Occasion,0,249,6.27,89,51,49,60
2033-07-20,Wednesday,0,Monsoon,Cloudy,No Occasion,0,245,6.47,63,131,22,29
2033-07-21,Thursday,0,Monsoon,Rainy,Local Event,0,348,8.72,103,103,131,11
2033-07-22,Friday,0,Monsoon,Rainy,No Occasion,0,295,7.34,46,144,41,64
2033-07-23,Saturday,1,Monsoon,Rainy,Festival,1,440,12.9,71,129,116,124
2033-07-24,Sunday,1,Monsoon,Rainy,No Occasion,0,397,8.1,137,160,74,26
2033-07-25,Monday,0,Monsoon,Rainy,No Occasion,0,244,5.69,89,72,66,17
2033-07-26,Tuesday,0,Monsoon,Rainy,Local Event,0,166,3.95,57,44,34,31
2033-07-27,Wednesday,0,Monsoon,Sunny,No Occasion,0,354,9.5,117,26,118,93
2033-07-28,Thursday,0,Monsoon,Sunny,Local Event,0,409,11.03,92,84,114,119
2033-07-29,Friday,0,Monsoon,Heavy Rain,No Occasion,1,203,4.52,58,44,41,60
2033-07-30,Saturday,1,Monsoon,Sunny,No Occasion,0,459,10.89,107,153,121,78
2033-07-31,Sunday,1,Monsoon,Rainy,No Occasion,0,432,9.55,158,207,32,35
2033-08-01,Monday,0,Monsoon,Cloudy,No Occasion,0,389,7.92,135,93,82,79
2033-08-02,Tuesday,0,Monsoon,Cloudy,No Occasion,0,361,10.18,116,106,99,40
2033-08-03,Wednesday,0,Monsoon,Rainy,No Occasion,0,174,5.06,9,87,50,28
2033-08-04,Thursday,0,Monsoon,Rainy,No Occasion,0,264,5.86,98,114,21,31
2033-08-05,Friday,0,Monsoon,Rainy,No Occasion,0,266,5.82,101,73,62,30
2033-08-06,Saturday,1,Monsoon,Rainy,No Occasion,0,333,7.57,87,97,89,60
2033-08-07,Sunday,1,Monsoon,Rainy,No Occasion,0,348,7.38,131,101,54,62
2033-08-08,Monday,0,Monsoon,Sunny,No Occasion,0,304,6.45,125,87,75,17
2033-08-09,Tuesday,0,Monsoon,Rainy,No Occasion,0,235,4.74,76,75,54,30
2033-08-10,Wednesday,0,Monsoon,Heavy Rain,No Occasion,0,172,3.51,39,97,22,14
2033-08-11,Thursday,0,Monsoon,Rainy,Festival,1,297,6.75,64,53,65,115
2033-08-12,Friday,0,Monsoon,Heavy Rain,No Occasion,0,152,3.13,74,43,15,20
2033-08-13,Saturday,1,Monsoon,Rainy,No Occasion,0,296,8.86,106,63,90,37
2033-08-14,Sunday,1,Monsoon,Sunny,Festival,1,627,16.32,169,99,217,142
2033-08-15,Monday,0,Monsoon,Sunny,No Occasion,0,293,6.64,112,89,64,28
2033-08-16,Tuesday,0,Monsoon,Sunny,No Occasion,0,306,7.8,84,75,101,46
2033-08-17,Wednesday,0,Monsoon,Cloudy,No Occasion,0,354,8.77,118,79,144,13
2033-08-18,Thursday,0,Monsoon,Cloudy,No Occasion,0,304,7.95,105,67,46,86
2033-08-19,Friday,0,Monsoon,Rainy,No Occasion,0,344,8.47,66,134,99,45
2033-08-20,Saturday,1,Monsoon,Rainy,No Occasion,0,371,9.59,152,93,89,37
2033-08-21,Sunday,1,Monsoon,Sunny,No Occasion,0,462,13.25,120,93,122,127
2033-08-22,Monday,0,Monsoon,Rainy,No Occasion,0,290,6.58,80,114,92,4
2033-08-23,Tuesday,0,Monsoon,Rainy,No Occasion,1,294,6.29,80,84,60,70
2033-08-24,Wednesday,0,Monsoon,Rainy,No Occasion,0,191,4.23,69,58,33,31
2033-08-25,Thursday,0,Monsoon,Rainy,No Occasion,0,208,5.31,76,63,43,26
2033-08-26,Friday,0,Monsoon,Rainy,No Occasion,0,264,7.42,76,102,79,7
2033-08-27,Saturday,1,Monsoon,Rainy,No Occasion,0,352,9.62,111,105,88,48
2033-08-28,Sunday,1,Monsoon,Rainy,No Occasion,0,218,5.11,72,36,62,48
2033-08-29,Monday,0,Monsoon,Sunny,Festival,1,576,11.75,84,156,105,231
2033-08-30,Tuesday,0,Monsoon,Heavy Rain,Festival,1,161,4.33,49,43,17,52
2033-08-31,Wednesday,0,Monsoon,Rainy,Festival,1,414,10.53,135,94,53,132
2033-09-01,Thursday,0,Monsoon,Cloudy,No Occasion,0,231,4.73,53,65,71,42
2033-09-02,Friday,0,Monsoon,Rainy,No Occasion,0,189,5.52,74,72,37,6
2033-09-03,Saturday,1,Monsoon,Cloudy,No Occasion,0,381,9.53,97,91,105,88
2033-09-04,Sunday,1,Monsoon,Cloudy,No Occasion,0,327,8.41,116,121,61,29
2033-09-05,Monday,0,Monsoon,Rainy,Festival,1,353,9.56,98,102,108,45
2033-09-06,Tuesday,0,Monsoon,Sunny,Festival,0,456,11.96,154,67,135,100
2033-09-07,Wednesday,0,Monsoon,Rainy,No Occasion,0,262,6.76,108,88,50,16
2033-09-08,Thursday,0,Monsoon,Cloudy,No Occasion,0,327,8.63,96,81,108,42
2033-09-09,Friday,0,Monsoon,Cloudy,No Occasion,0,424,11.21,90,103,138,93
2033-09-10,Saturday,1,Monsoon,Rainy,No Occasion,0,360,9.65,133,182,36,9
2033-09-11,Sunday,1,Monsoon,Rainy,No Occasion,0,413,8.91,105,121,134,53
2033-09-12,Monday,0,Monsoon,Rainy,No Occasion,0,328,9.28,103,116,77,32
2033-09-13,Tuesday,0,Monsoon,Rainy,No Occasion,0,251,6.21,60,91,70,30
2033-09-14,Wednesday,0,Monsoon,Cloudy,Local Event,0,255,6.85,106,50,68,31
2033-09-15,Thursday,0,Monsoon,Cloudy,No Occasion,0,319,7.98,84,113,35,87
2033-09-16,Friday,0,Monsoon,Cloudy,No Occasion,0,262,6.67,75,76,64,47
2033-09-17,Saturday,1,Monsoon,Rainy,No Occasion,0,432,11.26,145,153,72,62
2033-09-18,Sunday,1,Monsoon,Heavy Rain,No Occasion,0,287,6.07,78,98,86,25
2033-09-19,Monday,0,Monsoon,Sunny,Local Event,0,297,8.23,111,73,79,34
2033-09-20,Tuesday,0,Monsoon,Sunny,No Occasion,0,352,7.46,116,79,69,88
2033-09-21,Wednesday,0,Monsoon,Cloudy,No Occasion,0,323,8.19,90,107,54,72
2033-09-22,Thursday,0,Monsoon,Rainy,No Occasion,0,259,5.83,95,83,69,12
2033-09-23,Friday,0,Monsoon,Rainy,No Occasion,0,258,5.96,104,81,62,11
2033-09-24,Saturday,1,Monsoon,Cloudy,No Occasion,0,423,11.32,80,154,83,106
2033-09-25,Sunday,1,Monsoon,Cloudy,No Occasion,0,364,9.53,140,70,85,69
2033-09-26,Monday,0,Monsoon,Sunny,No Occasion,0,305,8.69,121,60,99,25
2033-09-27,Tuesday,0,Monsoon,Rainy,No Occasion,0,282,6.12,103,88,79,12
2033-09-28,Wednesday,0,Monsoon,Cloudy,Festival,1,499,12.52,138,88,126,147
2033-09-29,Thursday,0,Monsoon,Sunny,No Occasion,0,284,7.04,106,76,61,41
2033-09-30,Friday,0,Monsoon,Rainy,No Occasion,0,242,5.59,95,70,49,28
2033-10-01,Saturday,1,Autumn,Cloudy,No Occasion,0,456,12.16,165,146,41,104
2033-10-02,Sunday,1,Autumn,Cloudy,No Occasion,0,486,10.17,172,153,116,45
2033-10-03,Monday,0,Autumn,Rainy,No Occasion,0,340,7.49,116,127,75,22
2033-10-04,Tuesday,0,Autumn,Cloudy,No Occasion,0,258,5.74,131,52,52,23
2033-10-05,Wednesday,0,Autumn,Sunny,No Occasion,0,278,6.16,132,43,59,44
2033-10-06,Thursday,0,Autumn,Cloudy,Festival,1,575,11.87,153,110,112,200
2033-10-07,Friday,0,Autumn,Rainy,No Occasion,0,292,7.79,75,152,49,16
2033-10-08,Saturday,1,Autumn,Rainy,Festival,1,407,9.47,103,100,115,89
2033-10-09,Sunday,1,Autumn,Sunny,No Occasion,0,449,10.29,251,69,43,86
2033-10-10,Monday,0,Autumn,Sunny,Local Event,1,495,13.52,151,107,79,158
2033-10-11,Tuesday,0,Autumn,Cloudy,No Occasion,0,316,9.42,105,102,62,47
2033-10-12,Wednesday,0,Autumn,Sunny,No Occasion,0,304,7.16,133,104,45,22
2033-10-13,Thursday,0,Autumn,Cloudy,No Occasion,0,315,9.34,133,64,65,53
2033-10-14,Friday,0,Autumn,Sunny,No Occasion,0,222,5.99,58,54,30,80
2033-10-15,Saturday,1,Autumn,Sunny,Local Event,0,347,9.6,90,90,98,69
2033-10-16,Sunday,1,Autumn,Rainy,No Occasion,0,349,7.45,81,95,135,38
2033-10-17,Monday,0,Autumn,Cloudy,No Occasion,0,245,7.35,58,44,70,73
2033-10-18,Tuesday,0,Autumn,Sunny,No Occasion,0,279,5.93,115,64,23,77
2033-10-19,Wednesday,0,Autumn,Sunny,Festival,1,525,11.22,98,99,139,189
2033-10-20,Thursday,0,Autumn,Cloudy,No Occasion,0,334,7.28,90,109,104,31
2033-10-21,Friday,0,Autumn,Cloudy,No Occasion,0,336,9.41,134,117,46,39
2033-10-22,Saturday,1,Autumn,Rainy,No Occasion,0,323,8.34,148,69,69,37
2033-10-23,Sunday,1,Autumn,Cloudy,No Occasion,0,382,11.03,146,64,93,79
2033-10-24,Monday,0,Autumn,Rainy,No Occasion,0,211,5.37,90,70,42,9
2033-10-25,Tuesday,0,Autumn,Rainy,Festival,1,374,8.7,74,137,76,87
2033-10-26,Wednesday,0,Autumn,Sunny,No Occasion,0,288,8.43,65,92,83,48
2033-10-27,Thursday,0,Autumn,Cloudy,No Occasion,0,273,6.04,83,55,76,59
2033-10-28,Friday,0,Autumn,Cloudy,No Occasion,0,291,6.15,105,58,64,64
2033-10-29,Saturday,1,Autumn,Sunny,No Occasion,0,381,8.14,103,89,113,76
2033-10-30,Sunday,1,Autumn,Rainy,No Occasion,0,281,6.17,84,92,62,43
2033-10-31,Monday,0,Autumn,Sunny,No Occasion,0,306,6.59,116,86,32,72
2033-11-01,Tuesday,0,Autumn,Cloudy,No Occasion,0,411,11.85,164,58,117,72
2033-11-02,Wednesday,0,Autumn,Cloudy,No Occasion,0,351,8.29,120,104,56,71
2033-11-03,Thursday,0,Autumn,Cloudy,No Occasion,0,268,7.87,90,66,46,66
2033-11-04,Friday,0,Autumn,Sunny,No Occasion,0,295,8.2,92,39,66,98
2033-11-05,Saturday,1,Autumn,Cloudy,No Occasion,0,429,12.26,162,133,61,73
2033-11-06,Sunday,1,Autumn,Sunny,No Occasion,0,374,9.47,120,130,64,60
2033-11-07,Monday,0,Autumn,Rainy,No Occasion,0,211,6.14,68,71,35,37
2033-11-08,Tuesday,0,Autumn,Sunny,No Occasion,0,312,8.8,124,97,83,8
2033-11-09,Wednesday,0,Autumn,Rainy,No Occasion,0,293,5.93,62,102,48,81
2033-11-10,Thursday,0,Autumn,Sunny,No Occasion,0,263,5.53,63,78,99,23
2033-11-11,Friday,0,Autumn,Sunny,Festival,0,540,12.5,129,62,183,166
2033-11-12,Saturday,1,Autumn,Cloudy,No Occasion,0,370,8.36,133,99,104,34
2033-11-13,Sunday,1,Autumn,Rainy,No Occasion,0,335,7.71,85,122,74,54
2033-11-14,Monday,0,Autumn,Cloudy,Festival,1,324,9.36,78,58,84,104
2033-11-15,Tuesday,0,Autumn,Sunny,No Occasion,0,380,11.16,134,80,153,13
2033-11-16,Wednesday,0,Autumn,Cloudy,Festival,1,632,18.35,114,134,121,263
2033-11-17,Thursday,0,Autumn,Sunny,No Occasion,0,293,7.23,75,74,56,88
2033-11-18,Friday,0,Autumn,Sunny,No Occasion,0,342,9.64,132,75,89,46
2033-11-19,Saturday,1,Autumn,Cloudy,Festival,1,581,14.16,186,64,152,179
2033-11-20,Sunday,1,Autumn,Sunny,No Occasion,0,423,12.52,228,86,74,35
2033-11-21,Monday,0,Autumn,Rainy,No Occasion,0,253,5.66,74,109,36,34
2033-11-22,Tuesday,0,Autumn,Cloudy,No Occasion,0,356,9.18,167,70,102,17
2033-11-23,Wednesday,0,Autumn,Sunny,No Occasion,0,331,8.36,149,42,87,53
2033-11-24,Thursday,0,Autumn,Cloudy,No Occasion,0,285,7.8,105,70,46,64
2033-11-25,Friday,0,Autumn,Sunny,No Occasion,0,357,10.65,112,103,132,10
2033-11-26,Saturday,1,Autumn,Sunny,No Occasion,0,438,12.94,169,106,90,73
2033-11-27,Sunday,1,Autumn,Sunny,No Occasion,0,457,10.18,95,100,155,107
2033-11-28,Monday,0,Autumn,Cloudy,No Occasion,0,295,7.9,77,119,43,56
2033-11-29,Tuesday,0,Autumn,Cloudy,No Occasion,0,220,6.26,114,24,13,69
2033-11-30,Wednesday,0,Autumn,Sunny,Festival,1,597,13.57,125,132,128,212
2033-12-01,Thursday,0,Winter,Sunny,No Occasion,0,284,7.3,69,58,79,78
2033-12-02,Friday,0,Winter,Cold,No Occasion,0,246,5.26,29,77,72,68
2033-12-03,Saturday,1,Winter,Sunny,No Occasion,0,404,9.23,145,62,116,81
2033-12-04,Sunday,1,Winter,Foggy,No Occasion,0,368,9.41,109,107,72,80
2033-12-05,Monday,0,Winter,Foggy,No Occasion,0,176,3.74,61,20,47,48
2033-12-06,Tuesday,0,Winter,Cold,No Occasion,0,326,7.37,60,91,70,105
2033-12-07,Wednesday,0,Winter,Cold,Festival,1,545,16.16,79,117,141,208
2033-12-08,Thursday,0,Winter,Cold,No Occasion,0,318,8.93,106,67,46,99
2033-12-09,Friday,0,Winter,Cold,No Occasion,0,273,5.98,93,72,39,69
2033-12-10,Saturday,1,Winter,Rainy,No Occasion,0,318,6.43,112,138,30,38
2033-12-11,Sunday,1,Winter,Sunny,No Occasion,0,328,7.14,94,79,106,49
2033-12-12,Monday,0,Winter,Sunny,No Occasion,0,281,7.92,103,132,23,23
2033-12-13,Tuesday,0,Winter,Rainy,No Occasion,0,210,5.6,72,64,44,30
2033-12-14,Wednesday,0,Winter,Foggy,No Occasion,0,276,6.11,113,63,36,64
2033-12-15,Thursday,0,Winter,Foggy,No Occasion,0,334,7.63,65,145,85,39
2033-12-16,Friday,0,Winter,Rainy,No Occasion,0,222,6.12,67,45,39,71
2033-12-17,Saturday,1,Winter,Cold,No Occasion,0,463,11.11,135,71,120,137
2033-12-18,Sunday,1,Winter,Foggy,No Occasion,0,450,10.19,166,75,80,129
